sku_id,length,width,height
8c52ddadb1b5efbbd05fffb388d7eb58f1db440af2ab3a72a54cac18af797d0e,20.0,6.0,21.0
8c015618b1052a892e46128cd91b6d5ec94af77394954a6912137058c63061d0,1.0,8.0,12.0
e16d6a0f13edeaa58e632142a26ffab29909add08d34e058510e92339f7b0c5a,1.0,10.0,15.0
6ed9db044e3f287d797ea2dd66884a60e687947243e0bbacf5745763f1707e55,23.0,17.0,5.0
764bf322ff036bd4febef66eb3c17da1c664c44402d2f351c29a273942334f49,16.0,16.0,23.0
007e6e332a9561c7843c7958c5ad74a4ad483ca7636eb6af1f4f5a79a24181ff,18.0,17.0,19.0
7273248d8d716e1550eeec8328254b117b4ad4f91c7cc8fb092cc57e3b445d73,8.0,1.0,25.0
e307f5a59a43a03d4058c331e0af358f3b6e13196bfed9cc8e0bc6fa05fc8c60,21.0,28.0,6.0
49e28c1d5c070f792c1451af43d1298152ebc694f33f3651470bee765af4d5eb,16.0,5.0,21.0
bc42f57cb22084d423f330c656bd1f5c29fad13f3c3977c6b84e26c4e08b44ad,17.0,7.0,17.0
acc66135590cb2442444fdee8a93878587352c43ae326da2041b658fa01e4926,10.0,10.0,11.0
cf6fb7733a5a9d8c3f9768013f748e57d272d3f5d712456ea3f8b53c6cc1e286,5.0,2.0,15.0
621e5382bffc97ad31dd596b5b897e8412c6005cb482dbb8f7504a6b894377df,10.0,20.0,27.0
b78da61c52adddcefba175a919a031f1fc8db9d91f44b1ad0b999b01cd236f0a,12.0,6.0,20.0
259dd37cc9055297b7acc4304e9b0a492bddf15eed4f19af49f972f788004acb,15.0,1.0,5.0
f267d85b50201eb175fee6e8519e6a8fc001625ea781f7b7f3d0e40ca33e6f4a,41.0,31.0,41.0
d543e5053c5f1fd889e25ba44b8af0329cdf57cffaa614d0b346d03edfc4c2f8,11.0,11.0,25.0
e01822fe8178794e59e5c6e32da219c43907bffc2a5bdb8518708f3de01f70a3,19.0,11.0,13.0
cf7b4f53df2258e208ac060dafee3c8d010475caea779cbbf2ee9ee5092f928e,23.0,18.0,8.0
cc825ac08e5a4e849c5f5cddfc5295090a7891f770f03d6b31db1a528c921f0f,20.0,13.0,15.0
028a3dc31144fa419cad5303e78caf89e606bcf47be0004a3134285ce942790c,12.0,8.0,15.0
f8d68d36e3ea2604644aa46c78b0c202fe922cd8ceaa7a536a0c061ac7c92180,10.0,13.0,30.0
1d15cecb2e0928a7f452ef0f45fe403c08136bb75637c68f3d9f65e1daab4d9a,14.0,8.0,2.0
7802b136fed62f3d48df4dde9368ab459301812aa83f71a87bf46b42397a7dfd,36.0,19.0,25.0
6dd898c1aeafd285e07384064c58ca6bae369fc391cde9ca310339753af0dd8c,14.0,4.0,8.0
0e0cd8e7afa6fa025f8b5541f4932bd4eb735a8eaa4ab635f78908bca5bba331,23.5,23.5,23.5
6a7e0c01e92ed3ce54c2693d7338171f56ddc21e940b3c401a08fa9deca0d854,12.0,11.0,2.0
e61d05334fd82448711799a4cffa5826727a3d0efc897ee615cc5a1d55fe68a0,4.0,4.0,4.0
895636da20cf4113f3ce93eb92113a925efea0f8352e5f5e5d625401daaf6393,6.0,5.0,12.0
6c57b018e05f7fb23d7897e3e56c38aa9b1a516e65007f4a2fecb62c964e0866,0.5,0.5,10.0
3c9a569add18d8e212b0e83861a21215ff23404994a675081f901d4e55f6722e,46.0,35.0,39.0
2d3811cdea6df8669196c3ff6ab44bc2cbf547d84ca826ab683a3cfab5f19de4,9.0,8.0,20.0
026101d6ce4aa7b7aaf16d5ff68d61407e56b6c6cb089a469f4faff329698c17,7.0,7.0,20.0
d342a4ac717ce71395756055554b6f29a4da976082ee3af3636adb57a0b65d59,11.0,8.0,19.0
5002267f590df2df8cc5ebb12741caef2d1ab6fa8840706515248cdda751741b,14.0,4.0,31.0
38ce33dd1148cc77faf30154f81eaa738ffbdbcc09f0a3bd9af307da11905cf3,10.0,23.0,69.0
bb2348b48fb0eec920d95a96742ce65ec7be625320b633cb3392a460add04c13,5.0,4.0,14.5
c523167334261e93528defacc8e49127a09ef505d13b7b0216fc71c1c223aac9,11.0,3.0,18.0
f85b5e39e111e9473aa6bcb0fdc9d84ee25baea2f98ab347b5d9c8f61d26690c,10.0,2.0,18.0
4b5f8fbb054a4e75e999e3f3a061f3d3902bdf4e72927616dce12a46c2e8d8f7,17.0,11.0,3.0
7b9bbc25e346228c360c2dda71936557e94885ea5160725a5e771e35975a1c97,15.0,9.0,1.0
e86f4489c7874b922162f1aa5b687d6b927779d25c3a5dd865bc6158d544bb22,12.0,3.0,19.0
a3fa5418fa770b5ba4b9a0b4d35b39f079401b86137fe6f2c3ecb9bea277e0d3,40.0,31.0,50.0
7c512c804be2f30403e23cf574407c179815540891ce45dae1eaf29617f9110d,1.0,17.0,19.0
baf6a782e4326a6b49ba04a1b3aac3b8ada9fe4c195963bcb1007eeff6d72df0,5.0,5.0,13.0
c286e149434a70e9834c35d575da11273d5198f556ff5ff03be911d2949d7a50,14.0,5.0,5.0
338c2419c87893734650b65d839ed0f8c2464764111c5666d3125a63a1efab4b,13.0,18.0,40.0
b7fb9624fe3a96320fc02204206479cae91523e47b09287c41f6d87adc8cfaad,31.0,23.0,5.0
bcdaab14b17f50f262e22d734dd99d417ab1144d169693b577a721dbaabeba20,16.0,11.0,1.0
e08478e4065c9428de3106737e58d36fca7115b21536b26e2846993745b13c7f,13.0,7.0,4.0
e0aaa193e8d831b058e78f09215e2f95c038ca770fc3b2ed4248615288ec668c,23.0,13.0,4.0
1f7f13804d5d8436b9d92a183764e5a2d732a8c21f98e1c4ad96c826d9e41ec4,12.0,6.0,20.0
df28aa323ba5a51375bc1d2fa158943d14e3e1b6af20174587f7f2b0a261f178,18.0,10.0,7.0
1e479698b232f749e38646cf1b07c08497ec4134be85617331e5fa73f457a72e,10.0,19.0,23.0
cddb365cb08da1e7e4e1d7bf5e317d13c06d9436fa5d806e3dff35c64b1dbe4e,19.0,14.0,2.0
2e491e397e6dfac517a27109d3617e492065c368d93f1239261ecc77618e8a2d,2.0,2.0,2.0
96c67facfd91c8033f04bcd2bd589067294b27a10b4397e64415ae31f8705394,20.0,8.0,2.0
b4a94f9537e461061cd2f3f3df908168914701807b93fd3003cea81f06bbd3d6,3.0,13.0,38.0
18c1a6e5763f7ee4ce00208c7076a533a66debf1d2a52f2f233a5585b99fa355,9.0,6.0,9.0
2970dffe4d20d5a9c541c977da3948f2d0479c8568e45ba73ac5ed6f787137ab,13.0,4.0,22.0
de9b44e4b302ca359086a5a62deba9fe9fb37d370728be33f2f5e269de06044d,4.0,4.0,12.0
e68e9fb03c7e15f3b0c2e2b9e23de1b018975c9987fc90312d70e48180cf8cf9,16.0,9.0,10.0
0e42562ff94add6b42de16e5797d6a48dfa36ee633eaf849cc22505cb05935d0,16.0,16.0,17.0
e195320824e8a01d6111d749b04672b2d3c2f13b3665edc291d215694f03aecc,10.0,7.0,20.0
5e0eda24757ba5b6c504a242167d82888c931d5076bacafee88e3fcaac36ad06,15.0,6.0,36.0
41ebf4f6550a81fa473866ed57b56ef732316c473478baac156325dc16efbff9,8.0,8.0,26.0
e8665b67daa623dde8c130f95d1a082f7c67578eabd52ea8978abda5d1148604,16.0,11.0,1.0
f146c5599db363d75cc06af57b8f40b80bf34c2e893d2eb0cecc040748f3713c,7.0,26.0,7.0
6c9adeeaba3fbab37172032edb6d9de6366423cd708c3ac28a33ba3c03a6477a,27.0,7.0,7.0
48691e5691964603050262dbe6b6cfe47b249aa324cea0d7abf01bdce5e3e5a9,7.0,3.0,13.0
0ff05893d2c841760ff6b702d85caa697f4a1052fa9069eaf9715cbf50d56919,41.0,6.0,41.0
d8e676c2b0276e24e7612316304def0fe86c3601bbf51d330b5d18fdb3377933,27.0,20.0,10.0
a19317f1231436199cb6856ed2a3a4fe245de84332db853a4ea3b85148d9174c,25.0,16.0,5.0
c113d7b911289fb36cd1e7613831a7e765861465949e9b98b6d93b84147a68a0,11.0,11.0,12.0
25d5052ebd80d086ae3311ebfe5ccac60eb8b7a4cc8c520e4173e89bd594385a,10.0,10.0,12.0
1b26751757928d766669f32502a7395d646ae4cccbe4a917ff1e3d7e9ebe7b2b,15.0,5.0,22.0
bfc87b06b6ed66ad2e6c4feb47a3dd5280444502f855f91916f75e570b663d9a,14.0,6.0,21.0
a8f318fc7538254f1ce4bff21c24762027cc7291a89c45b64040a05a65463781,14.0,6.0,21.0
c193c9db02a384cd1910d0eb039ab689bef91a582f29077b503c32da7ddf3298,14.0,6.0,21.0
b1bbfb2bbb8fb75db1eaa97d4be839fbdafb8e5c50d1e5e1e73ea041ba0e85ae,28.0,21.0,11.0
e3bd32aa599eb4e4021ce252732557a4532955557d295a49aaa5167ea223f003,39.0,24.0,32.0
c191e504003947d7264c6d81293ced1c32e0fe69f368fa56fe0bc45449d75a7a,16.0,10.0,6.0
79e129302a36a1f42bbe4868d04391493c2a5a125012db6cda9102aed74f11a1,16.0,13.0,16.0
95229debdf641b840cd26ec518753334473c6892ba7b40579f99e0ce46ffc494,15.0,6.0,20.0
5eee2ea2de95634e332431b3517f0f42e4b396631dbf39cec3db436a7d49aa7f,10.0,2.0,13.0
bc5bf0649ebb8f03e93b2e23ec5b210d0d62096aa7052ce431cd2a78d1e3d8e5,14.0,19.0,6.0
5e88a88cdc4883f2dc7d5f12d0f8f169391d72161c9db8f2b098c54bd71f5f17,11.0,7.0,25.0
1a9a1da41fb874d1b34ea29cddb29c550d395ed29a702b2dca00a788b4ca96e3,19.0,12.0,13.0
dc3c8912b988493e53f31df42d27ac9048ca7e220c3a7673106bcab06ca18d1e,18.0,12.0,14.0
f984e4ea5f2f254e540c3c6c5f590bd4b6f0aa8fef7b60a9622398a72869bbea,25.0,25.0,8.0
2bebd6b2d032abb6b47bc4f82d19efa7f0c12388316660817ebfc541e85902b3,14.0,8.0,18.0
c3581c1ed1e0499c9a047b21759571346b750ee38f8acd30d34b94217f2916c3,40.0,28.0,46.0
0108f743617be9aaf63a1832453777f5ad0554d1e0add1a60a3299b67a87202e,7.0,4.0,3.0
b337cb3a1ac27d180a3fc36fc085b64f82acb82f279f155038bfe9353caea89f,6.0,6.0,11.0
862f60a55e788e70da6c034bfa2a857e3fbae385078910fb72524b9fb3c1d321,5.0,6.0,11.0
8df33659b7be227719647e935f7c5a46584c3796d4162fef7dc3ef1c44a24964,5.0,5.0,11.0
68fe9a6d9b7e5ae339958fb0a7d13d19a89b30031356681ac931af9ec200a898,21.0,1.0,15.0
390480527fe16d20c19be2b6657b2ad552e305c55d529401906462372022f568,4.0,4.0,13.0
47c4d60b67449bc88ea43de00de956f5ce4ae64c68f7ee825c8d0b6ab48a63a5,30.0,46.0,42.0
f26723f3afc69f03c7ee2c2bedf5cd99075a7eaca95c9c4a05bb8d172687b4d1,41.0,30.0,14.0
9efd8fee875fbdbf652eab5995d266a6eb0bf498b47dd387b7daf846445757bd,15.0,12.0,57.5
def72e260a0009f77c8a02e9f7dd645260137b401d6a7a2e87bd466de0e9e2ac,19.0,3.0,28.0
9f9d117772c8b0c1037ad75a70e6490a5dee2f4a86e72fe3fbda5eb331ea0926,31.0,24.0,2.0
f37e62c9e3c75beed6ca27ca4d4c2f889bf62066100708569e76713d310850e5,19.0,10.0,6.0
225651753144662699393bb9613028a357d9c0073d18cf72c354d1e2de679a71,21.0,10.0,11.0
921d5eec3b8249d236c8bda977dfa7c4d4ce9df8868217afd243beb31d4ed36b,14.0,1.0,24.0
f655882d2a79783b5da9fb6e06a847b5000578af3519c0684e9992c63fab8760,4.0,2.0,11.0
8e3de7b961357fc0198c3dadf55981f1f8494d101a41e28c970ca05f20b0f309,14.0,14.0,14.0
d0d7a1328d2ca033e3318a0b150efd90abaeca505ca42cf4d6436fc04c188059,10.0,3.0,9.0
bef04ed26dadac0b79e0d32934959322c02efd07b38a55a3767fd8f249d2e882,3.0,3.0,8.0
0480a4dac4aa49fad3d491841c862f5a952437c44fa8e58767d1a97d3dfc5134,7.0,7.0,14.0
bcf3f24771713ca970878aff8c111334567fd24f9673a26afef1c690bc93bff9,13.0,13.0,23.0
2929066bed30e4a087baef598be827561523769d84db16237ebdd98c97b20956,10.0,10.0,19.0
d784200c50f5049aadeda0f4700b6a66bdb4ce61f29a3abeaafb70f62bc23306,30.0,4.0,20.0
4ac1cbb71d243f378b303861a23dc658c8d66d328922e2351b2a94412dd7c456,11.0,10.0,1.0
2802d5f72ca8b2fcdac73a4fe2c7aa3531725c0b495b8c3c0ab4ba238c455073,11.0,1.0,16.0
8f5536b4cc72a8b65141050141ec107e5ef9194a3f5b4f85c7e2bc186a79f282,12.0,3.4,3.4
f9bb108154a0fbd4c37be1bfbe5a16f9b018d26eae7d3b7ab1cb9a95529278a1,3.4,3.4,12.0
ace78d96657d9d24072aa32866879d192afd4eee7d487f22e328370382b0d8c5,1.0,1.0,14.5
27dd7873f217d29885222a875e5a013d2b79e755976dbc26cc2cb3ef27784ad8,11.0,1.0,17.0
5b0b5dfb882123b714df3d2105b97dead53560dd729ce5c2175d32640b100e7c,10.0,1.0,15.0
55777c9db741661e56bd5a85d3a2aeb14fb1579b2459a69cc85521899893f510,10.0,16.0,1.0
787620c63e86630b500b544ccec10415cfa15f382e99d259c1a892f6c8ea888b,35.0,28.0,42.0
dabc7d5e1abb94803a9ee74da4ef71f73fbafb452a3f5fb53d951e0fd7c14ab3,69.0,40.0,41.0
6d26368d9d111a034d5ef864a0ff75532fd8d3d112f7bd1b50e30c1910f6447c,8.0,1.0,1.0
b52dbbaf473651a9c528f92d8f85d35aa40da4622e903a7ff027239f5d49ab49,9.0,4.0,20.0
0aee6470a368e5c4d9956808b9062eb18eb4785d95137bd9c177c5a477b0d075,10.0,5.0,16.0
2ea0e9027da09ae76b22b0c06e953002505acff8e0d2ad530e7aa5e69e713218,11.0,16.0,19.0
4cf62854cf12a76cf4ddf32b68064d694ff61113532df0878a605e05db8967d9,15.0,15.0,19.0
428218717ba670f9c39447d70d7dd018f92efc086e1ca6d2def58c0bf9b33bd3,14.0,9.0,6.0
c9487c6d7453d8c82d3fa84a4618ce8e3c57763148f94610f2cb8194dac171f4,7.0,7.0,14.0
857e10ab9d18a5459bf4e4a15721ac1d4f49ae980a31b0926b29252633018fdf,11.4,2.0,9.3
ca1a1dec437bb9612d9ee2dfd45e918a68571f1aa5f775f28ed8a9258d37f719,21.0,16.0,2.0
5888e96a01d542a36c72603d6f495726dca6dce745bc54e52cf8519279e4e57c,16.0,16.0,4.5
c4ccc625339f6d080328cb3b3f672efdff4096c165eee84588569d3e65fff7c5,5.0,5.0,13.0
6fa2a0dcb0fa580c5b8025742edf66d8d586db0d8eb50091e9ede4a551fdd608,10.0,1.0,15.5
00278eae1c824ccaf8b45b2f863c8d5bd0a06f38aa7e5993d661fa4a79c6df27,22.0,5.0,18.0
7ea781a6b0f6ecab7a952839c79b9429cee1aa1cf25ef926d6d319d7b4717a4f,3.0,2.0,9.0
cd37f0137753de51f2a316b86f260035b59d72c1179d4187c18766342d056db3,8.0,4.0,10.0
38bb01c918c26a21562cc627d39361cdce756498c64892c0ba8853e32ffa3387,12.0,4.0,17.0
5f9bf3562759083e5e50008fa5b8c3e25b35b3e090b6d2617254d135e87986e9,12.0,8.0,1.0
4ec9cefdf7cfda81e6c867929bf7d1be5dd25f759a50e66a981a91c0d4e0a1aa,12.0,10.0,27.0
d77b51a3484bdc95635638842522c6524b57563a7c8cf2c6a91b1ffe2f2a5eed,20.0,10.0,2.0
15e1c269e97618ed1df6de5dac335050ddd6625be914e1e9170272e2d953529c,17.0,5.0,43.0
bf11f04abbe442f086b9c650d52dd0468ceaa80a3533d8024415a8354af59a1d,11.0,8.0,13.0
0d59053c2e7f3f979f703c2d227f2ed92c8dc0e576817438109de5ba41381216,10.0,6.0,4.0
a66a4012b73cf08d503bf2aa50a62e6f9f3dda020c642f790c641519d67022dd,3.0,5.0,8.0
31e826852c3a91a0f47dbb43422ef3514cd19bfb088242b04b8b6b95f120ea8e,11.0,11.0,19.0
bbd9ad6af57e846dd701a2a63c9dffa5c5a6c14c17f20aaa6167f01cdf79b483,10.0,10.0,11.0
e7a7abac9bcfadb670d47b40fb51a2806f457ac88d332a0a997645460df85aa5,10.0,6.0,15.0
5aa8e50a9cfb64b03fcf574cc45b5db9f831c4b4848a86d8dd53ef35bd2abbdd,42.0,42.0,42.0
d9b4563f84a29b0ede1fbff99d9df2fde8ca88076f6e1ae40d2a3ae9df7a92e0,16.0,11.0,2.0
13a9b0bd61b5db330b8c68755bfc0a426f799d5c3040f0d54d6fed044e30005e,1.0,11.0,14.0
6b8440663c150b3c6e612950382824165766c66438662a213381fee913e63e62,16.0,11.0,1.0
511e1abaaf4d50c49700898b1e4ec5cb9cab9a40d659d064dbccbd9d2a2f9733,10.0,7.0,10.0
680d972d427cd172d11b105b5bcaa078de3103c141b56c5b7bb99c1909f373a9,5.0,5.0,15.0
82afe7159f5229c1c0977681d78bb3f1434da0b94323a31434345c98410743f2,10.0,11.0,2.0
0f5a4058fbd0227894afb7672064a7cae0375b664a5857dda045b73da7335a83,18.0,14.0,18.0
4d8e09d8fe6678fc4bc02de210fd61b47c9f25acd86db954b8704cdb06eb1e21,19.0,8.0,3.0
32eff39428def0400f359cb8adf078530ace9fba47de77a703db0f1e2d1c3c73,20.0,51.0,43.0
6276a2a933ab2a4cacec8da788d96555ceb493972529a958a3869edb36369cb5,5.0,5.0,21.0
0d6354e04c519b2e6bd7360d751ef2fff258232e25d7cb94b896230851d4ab2a,17.0,8.0,24.0
e13746e3771649c249c9a2fc110e05c44e30e4366e907aaa3d50f0d3e757e11b,17.0,27.0,8.0
3f27d1f9666f7c33cbad3ac62f8ceac44fbdd87a8a86ff16463242de4c3313b2,3.0,3.0,12.0
b2ddaf751a7f22d1011f44ebb0a877147d22c61e30d72ec61584a485f4de1e8b,12.0,3.0,3.0
edf6c08b4fd1ee2605a5d177ac42b56f30e1f75cca431cab1e8d38fdd16e37f2,9.0,9.0,21.0
a327e48567da417032d19d403093c4810afc3cf826d9f0be1a19fbff85426f66,20.0,5.0,21.0
164d33ebc178b53a285f6047274926ddb8c3dcb1e20da249b0db3088f6b9a218,63.0,40.0,47.0
cce192b2c8906701b5d9b7bd54ff531696b5299965f4bc8795d54acc9d786ed6,20.0,20.0,6.0
b72aea24b4db7cdcb54672bd3acb0c854392da7c244222e4b3a5f90743aa337d,6.0,21.0,19.0
cc93bdb88804e8f49cc1d3878287cf2e32e0b047fad18bd7a680f3d0b26f730f,1.0,9.0,13.0
397b6c1e37706e1d6b5ac09713c8812a64a4d0fd52c850f7f4fb43a2bca3f8ef,14.0,9.0,1.0
60da666bb550ae3416d09512a0402bd537b2c40fa2968c1bfc7932102ab31d36,1.0,10.0,11.0
9944d0c21e9ed8487dbe067f536a5cb0a62bd4a6d765cdd83cafb499754463bc,18.0,12.0,2.0
ae462ca87da16c6a7866efa69eff8ba00d5f050f0a723aa8efa8fdad1924677d,10.0,5.0,12.0
5e290677e33405b51396a84ca87a4a8891887d2f56dccb780ff4393ada53a2ed,7.0,6.0,7.0
7d715ba212fc0bd87ab933c30743377a950f728f95a469a86b778a6ff74afa59,18.0,10.0,2.0
893292699744f4c00ed34baf6b2267fa3968e3632db7c48b6c246baf0735b5db,17.5,10.0,6.0
78d756d215d18f58f7a7cefb4fc45cc4b49df88c2d2fc7ecc6dcd5e0f047ed6b,4.0,3.0,12.0
f74ad408402bdec2bc6e0a72271f31169efd616dea9806d1ae801d76fd2e7f19,2.0,2.0,2.0
4ba95cda752ad926987669505b9b3c77826e109bc8883f5332c645e80b144cd9,11.0,10.0,1.0
1741b568a30136dab48981c57cf727522292da1a0169c8ac4e8def755a34e341,8.0,6.0,3.0
a2b5237bd1462e72fa79d65e8b95c6a642ad81c389bd52ab7921a59582bb9ea7,34.0,4.0,15.0
68a34387adf55099abb57aeb80c209784c4ff730eef327939e2866c2e05d548c,14.0,7.0,20.0
74a653a9e23667081f19249362a1e440639e2fe0ade185e7adc7d1f035739656,14.0,5.0,20.0
11bc535d738c8194a81f4b6a5fd12ebfbe808b6c35e735d83024d20aa42ecd06,24.0,12.0,24.0
5f41985734e35dfb712aecd7a37a6bd522cbf6d58c05ac63aca94b5a94910a0d,12.0,5.0,9.0
13429b51a1178604a0ef5f7742f9c985f3e916ce3eaae12f943e7d8575ca33a3,24.0,2.0,34.0
6b08e4d5133e849c2de55a0d0c3bd766b865da230373c8067deb72f957d2f917,24.0,2.0,34.0
ff08e83b45059696de6f2d1ffab59c73effbaa43116a98e3d7e4bdd53c2790e6,11.0,10.0,1.0
f0ca481fc283dd2431f7281e7d1698bebf7b1fc33317e0fcdef442adf8805307,1.0,9.0,11.0
8850030b9861fc3d2162f77fdb12bc29a31fe9b5ce96d7f123a19dd5bc768933,1.0,10.0,11.0
97b0a83f2f5a1634a393001d8f818d84bdfd6dd17dad908c6b0c04de821af783,13.0,16.0,17.0
